id;colour wine;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
2662;white;6,1;0,3;0,56;2,6;0,044;426.844.329.245.366;16.785.642.994.856;0,9924;3,3;0,57;10.9;6,134
2663;white;5,9;0,26;0,24;9,3;0,044;439.493.332.053.344;177.718.183.854.529;0,9961;3,31;0,38;9.5;6,134
2664;white;5,6;0,26;0,24;9,3;0,044;43.978.411.372.709;177.944.890.840.873;0,9961;3,31;0,38;9.4;6,134
2665;white;NA;0,28;0,24;17,6;0,044;439.929.504.563.964;178.058.244.334.045;0,9989;3,31;0,44;9.4;6,134
2666;white;7,1;0,22;0,74;2,7;0,044;42;144;0,991;3,31;0,41;12.2;6,567
2667;white;7,6;0,27;0,42;2,6;0,044;29;110;0,9912;3,31;0,51;12.7;6,875
2668;white;6;0,29;0,27;2,3;0,044;20;117;0,9895;3,31;0,41;12.7;7,456
2669;white;5,8;0,26;0,24;9,2;0,044;55;152;0,9961;3,31;0,38;9.4;5,67
2670;white;NA;0,26;0,24;9,2;0,044;55;152;0,9961;3,31;0,38;9.4;5,67
2671;white;5,7;0,28;0,24;17,5;0,044;60;167;0,9989;3,31;0,44;9.4;5,67
2672;white;7,4;0,45;0,32;7,1;0,044;17;117;0,9962;3,32;0,41;10.4;4
2673;white;6,4;0,23;0,33;1,15;0,044;15.5;217.5;0,992;3,33;0,44;11;6,324
2674;white;5,2;0,6;0,07;7;0,044;33;147;0,9944;3,33;0,58;9.7;5,67
2675;white;7,1;0,26;0,31;2,2;0,044;29;128;0,9937;3,34;0,64;10.9;8
2676;white;5,3;0,585;0,07;7,1;0,044;34;145;0,9945;3,34;0,57;9.7;6,324
2677;white;NA;0,25;0,49;9;0,044;NA;185;0,998;3,34;0,49;10;6,567
2678;white;5,8;0,25;0,24;13,3;0,044;41;137;0,9972;3,34;0,42;9.5;5,67
2679;white;6,1;0,28;0,25;17,75;0,044;48;161;0,9993;3,34;0,48;9.5;5,67
2680;white;5,6;0,28;0,28;NA;0,044;52;158;0,992;3,35;0,44;10.7;7,456
2681;white;7,3;0,3;0,34;2,7;0,044;34;108;0,99105;3,36;0,53;12.8;8,345
2682;white;7,2;0,2;0,22;1,6;0,044;17;101;0,99471;3,37;0,53;10;5
2683;NA;7,2;0,2;0,22;1,6;0,044;17;101;0,99471;3,37;0,53;10;5
2684;NA;8,1;0,24;NA;4,3;0,044;49;172;0,996;3,37;0,74;10.8;6,567
2685;white;5,8;0,27;0,2;14,95;0,044;22;179;0,9962;3,37;0,37;10.2;NA
2686;white;5,9;0,27;0,2;NA;0,044;433.849.765.258.216;151.894.366.197.183;0,9962;3,37;0,37;10.3;6,25
2687;white;5,9;0,25;0,24;7,4;0,044;NA;113;0,99462;3,38;0,58;10.5;6
2688;white;7,1;0,18;0,74;15,6;0,044;44;176;NA;3,38;0,67;9;6,567
2689;white;7,1;0,18;0,74;15,6;0,044;44;176;0,9996;3,38;0,67;9;6,567
2690;white;6,9;0,38;0,32;8,5;0,044;36;152;0,9932;3,38;NA;12;7,123
2691;white;6,1;0,24;0,25;1,6;0,044;24;115;0,9921;3,39;0,59;10.9;6
2692;white;7;0,18;0,26;1,4;0,044;46;89;0,99256;3,39;0,48;10.7;7,456
2693;white;6;0,34;0,32;3,8;0,044;13;116;0,99108;3,39;0,44;11.8;7,456
2694;red;6,1;0,58;0,23;2,5;0,044;16;70;0,99352;3,46;0,65;12.5;6
2695;white;7;0,2;0,74;0,8;0,044;NA;163;0,9931;3,46;0,53;10.2;5,786
2696;white;7,6;0,2;0,39;2,6;0,044;30;180;0,9941;3,46;0,44;10.8;8,34
2697;white;6,5;0,18;0,31;1,7;0,044;30;NA;0,9928;3,49;0,5;10.2;7,356
2698;red;5,5;NA;0,03;1,8;0,044;28;87;0,9908;3,5;0,82;14;8,034
2699;white;6,2;0,12;0,26;5,7;0,044;56;158;0,9951;3,52;0,37;10.5;6,324
2700;white;6,6;0,16;0,4;1,5;0,044;48;143;0,9912;NA;0,52;12.4;7
2701;white;6,7;0,16;0,4;1,11;0,044;404.680.751.173.709;147.654.225.352.113;0,9912;3,54;0,52;12.5;6,134
2702;white;6,4;0,15;0,31;1,1;0,044;25;96;NA;3,54;0,51;10.3;6,324
2703;white;6,7;0,16;0,4;1,11;0,044;404.680.751.173.709;147.654.225.352.113;0,9912;3,54;0,52;12.5;6,25
2704;white;5,8;0,6;0;1,3;0,044;72;197;0,99202;3,56;0,43;10.9;5
2705;red;5,1;0,585;0;1,7;0,044;14;86;0,99264;3,56;0,94;12.9;7
2706;white;6,4;0,21;0,3;5,6;0,044;43;160;0,9949;3,6;0,41;10.6;6,567
2707;white;8,1;0,22;0,43;1,5;0,044;399.124.748.490.946;146.846.579.476.861;0,9938;3,6;0,45;13;6,134
2708;white;8,1;0,22;0,43;1,5;0,044;399.124.748.490.946;146.846.579.476.861;0,9938;3,6;0,45;13;6,25
2709;red;5,1;0,42;0;1,8;0,044;18;88;0,99157;3,68;0,73;13.6;7
2710;white;5,8;0,19;0,24;1,3;NA;38;128;0,99362;3,77;0,6;NA;5
2711;white;7,7;0,26;0,51;2,6;0,045;26;159;0,99126;3;0,5;11.2;6
2712;white;8;0,27;0,36;20,8;0,045;386.623.742.454.728;145.029.376.257.545;1,001;3;0,45;8.9;6,134
2713;white;8;0,27;0,36;20,8;0,045;396.346.747.149.564;146.442.756.539.235;1,001;3;0,45;8.9;6,134
2714;white;7,4;0,15;0,42;1,7;0,045;49;154;0,992;3;0,6;10.4;6,324
2715;white;7,5;0,21;0,68;10,9;0,045;38;133;0,9978;3;0,36;8.7;5,67
2716;white;7,5;0,21;0,68;10,9;0,045;38;133;0,9978;NA;0,36;8.7;5,67
2717;white;7;0,27;0,36;20,7;0,045;45;170;1,001;3;NA;8.8;6,14
2718;white;7;0,27;0,36;20,7;0,045;45;170;1,001;3;0,45;8.8;6,14
2719;white;8;0,27;0,36;20,8;0,045;386.623.742.454.728;145.029.376.257.545;1,001;3;0,45;8.9;6,25
2720;white;8;0,27;0,36;20,8;0,045;396.346.747.149.564;146.442.756.539.235;1,001;3;0,45;8.9;6,25
2721;white;NA;0,24;0,4;1,4;0,045;31;106;0,9914;2,88;0,38;10.8;6,324
2722;white;9;0,245;0,38;5,9;0,045;52;159;0,995;2,93;0,35;10.2;6,324
2723;white;6;0,22;0,23;5;0,045;10;122;0,99261;2,94;0,63;10;6
2724;white;8,6;0,31;0,3;0,9;0,045;16;109;0,99249;2,95;0,39;10.1;5
2725;white;8,6;0,31;0,3;0,9;0,045;16;109;0,99249;2,95;0,39;10.1;5
2726;white;NA;0,15;0,55;5,9;0,045;75;162;0,99482;2,97;0,4;9.3;5
2727;white;8,1;0,27;NA;1,3;0,045;26;100;0,99066;2,98;0,44;12.4;6
2728;white;8,1;0,27;0,33;1,3;0,045;26;100;0,99066;2,98;0,44;12.4;6
2729;white;7;0,22;0,32;1,6;0,045;40;120;0,9914;2,98;0,44;10.5;6,875
2730;white;7;0,34;0,3;1,8;0,045;44;142;0,9914;2,99;0,45;10.8;6
2731;white;6;0,2;0,26;14,7;0,045;53;125;0,998365;2,99;0,69;9.4;6
2732;white;6,4;0,31;0,31;12,9;0,045;55;161;0,99546;3,02;0,59;10.2;5
2733;white;6,4;0,31;0,31;12,9;0,045;55;161;0,99546;3,02;0,59;10.2;5
2734;white;6,8;NA;0,36;-20;0,045;436.149.342.805.258;175.111.053.511.572;0,9928;3,02;0,37;11.5;6,134
2735;white;6,8;0,28;0,36;8;0,045;28;123;0,9928;3,02;0,37;11.4;6,324
2736;white;8,3;0,28;0,27;17,5;0,045;48;253;100,014;3,02;0,56;9.1;6,875
2737;white;6;0,43;0,34;7,6;0,045;25;118;0,99222;3,03;0,37;11;6
2738;white;6,7;0,3;0,5;12,1;0,045;38;127;0,9974;3,04;0,53;8.9;6
2739;white;6,7;0,3;0,5;12,1;0,045;38;127;0,9974;3,04;0,53;8.9;6
2740;white;6,7;0,3;0,5;12,1;0,045;38;127;0,9974;3,04;0,53;8.9;6
2741;white;7,9;0,28;0,49;7,7;0,045;48;195;0,9954;3,04;0,55;11;6,567
2742;white;7,2;0,22;0,49;1;0,045;34;140;0,99;3,05;0,34;12.7;6,567
2743;white;8;0,27;0,25;19,1;0,045;50;208;100,051;3,05;0,5;9.2;6,875
2744;white;6,8;0,33;0,31;7,4;0,045;34;143;NA;3,06;0,55;12.2;6
2745;white;6,8;0,33;0,31;7,4;0,045;34;143;NA;3,06;0,55;12.2;6
2746;white;8;0,14;0,33;1,2;0,045;NA;162;0,9914;NA;0,47;11;6
2747;white;6,6;0,33;0,24;16,05;0,045;31;147;0,99822;3,08;0,52;9.2;5
2748;white;6,6;0,33;0,24;16,05;0,045;31;147;0,99822;3,08;0,52;9.2;5
2749;white;6,6;0,25;0,36;8,1;0,045;54;180;0,9958;3,08;0,42;9.2;5,786
2750;white;6,6;0,25;0,36;8,1;0,045;54;180;0,9958;3,08;0,42;9.2;5,786
2751;white;7,2;0,29;0,4;13,6;0,045;NA;231;0,9977;3,08;0,59;9.6;6,324
2752;white;7,2;0,28;0,54;16,7;0,045;54;200;0,999;3,08;0,49;9.5;6,324
2753;white;7,5;0,22;0,32;2,4;0,045;NA;100;0,99135;3,08;0,6;11.3;7,456
2754;white;6,3;0,2;0,18;10,6;0,045;57;NA;0,99666;3,09;0,54;9.2;5
2755;white;6,8;0,21;0,42;1,2;0,045;24;126;0,99234;3,09;0,87;10.9;6
2756;white;7;0,36;0,32;10,05;0,045;37;131;0,99352;3,09;0,33;11.7;8
2757;white;6,9;0,34;0,49;7,3;0,045;61;206;0,9957;3,09;0,4;9;6,567
2758;white;8,3;0,39;0,7;10,6;0,045;33;169;0,9976;3,09;0,57;9.4;5,67
2759;white;7;0,36;0,32;10,05;0,045;37;131;0,99352;3,09;0,33;11.7;8,34
2760;white;7;0,36;0,32;10,5;0,045;35;135;0,9935;3,09;0,33;11.6;8,34
2761;white;8;0,28;0,32;7,6;0,045;61;204;0,99543;3,1;0,55;10.1;6
2762;white;7,4;0,19;0,31;14,5;0,045;39;193;0,9986;3,1;0,5;9.2;6
2763;white;7,4;0,19;0,31;14,5;0,045;39;193;0,9986;NA;0,5;9.2;6
2764;white;7,4;0,19;0,31;14,5;0,045;39;193;0,9986;3,1;0,5;9.2;6
2765;white;7,4;0,19;0,31;14,5;0,045;39;193;0,9986;3,1;0,5;9.2;6
2766;white;7,4;0,19;0,31;14,5;0,045;39;193;0,9986;3,1;0,5;9.2;6
2767;white;7,4;0,19;0,31;14,5;0,045;39;193;0,9986;3,1;0,5;9.2;6
2768;white;6,9;0,19;0,35;6,9;0,045;51;125;0,9933;3,1;0,44;10.7;7,456
2769;white;7,1;0,46;0,23;13,7;0,045;44;NA;0,9981;NA;0,53;9.4;5
2770;white;6,5;0,44;0,49;7,7;NA;16;169;0,9957;3,11;0,37;8.7;6,567
2771;white;7,4;0,18;0,3;10,4;0,045;44;174;NA;3,11;0,57;9.7;6,567
2772;white;7,1;0,43;0,61;11,8;0,045;54;NA;0,9974;3,11;0,45;8.7;NA
2773;white;7,1;0,43;0,61;11,8;0,045;54;155;0,9974;3,11;0,45;8.7;5,67
2774;white;7,1;0,43;0,61;11,8;0,045;420.447.132.422.941;16.286.887.624.899;0,9974;3,11;0,45;8.7;6,25
2775;white;7,1;0,43;0,61;NA;0,045;421.028.695.770.434;163.322.290.221.678;0,9974;3,11;0,45;8.7;6,25
2776;white;6,8;0,41;0,3;8,8;0,045;NA;131;0,9953;3,12;0,59;9.9;5
2777;white;6,6;0,56;0,16;3,1;0,045;28;92;0,994;3,12;0,35;9.1;6,324
2778;white;7,9;0,19;0,45;1,5;0,045;433.096.135.230.918;172.730.630.154.959;0,9917;3,13;0,39;11;6,134
2779;white;7,9;0,19;0,45;1,5;0,045;17;96;0,9917;3,13;0,39;11;NA
2780;white;6,6;0,22;0,3;14,7;0,045;50;136;0,99704;3,14;0,37;10.6;6
2781;white;6,4;0,37;0,49;13,3;0,045;53;243;0,9982;3,14;0,48;8.5;6,567
2782;white;6,8;0,24;0,38;8,3;0,045;50;NA;0,99578;3,15;0,5;9.5;6
2783;white;7,3;0,2;NA;1,4;0,045;21;98;0,9924;3,15;0,46;10;7,356
2784;white;7,3;0,2;0,44;1,4;0,045;21;98;0,9924;3,15;0,46;10;7,356
2785;white;6,6;0,23;0,24;3,9;0,045;36;138;0,9922;3,15;0,64;11.3;NA
2786;white;7,1;0,24;0,34;1,2;0,045;6;132;0,99132;3,16;0,46;11.2;4
2787;white;7,5;0,24;0,62;10,6;0,045;51;153;0,99779;NA;0,44;8.8;5
2788;white;7,5;0,28;0,39;10,2;NA;59;209;0,9972;3,16;0,63;9.6;6
2789;NA;7,8;0,17;0,5;1,3;0,045;35;140;0,9904;3,16;0,4;12;6
2790;white;6,5;0,27;0,19;6,6;0,045;98;175;0,99364;3,16;0,34;10.1;6
2791;white;6,5;0,27;0,19;6,6;0,045;98;175;0,99364;3,16;NA;10.1;6
2792;white;6,5;0,27;0,19;6,6;0,045;98;175;0,99364;3,16;0,34;10.1;6
2793;white;7,8;0,26;0,49;3,1;0,045;21;116;0,9931;3,16;0,35;10.3;5,786
2794;white;7,2;0,37;0,67;10,6;0,045;428.152.846.777.226;168.876.611.387.109;0,9975;3,16;0,44;8.8;6,134
2795;white;7,17;0,37;0,67;10,6;0,045;428.734.410.124.719;169.330.025.359.797;0,9975;3,16;0,44;8.8;6,134
2796;white;7;0,25;0,45;2,3;0,045;40;118;0,99064;3,16;0,48;11.9;7,456
2797;white;7;NA;0,45;2,3;0,045;40;118;NA;3,16;0,48;11.9;7,456
2798;white;7,1;0,37;0,67;10,5;0,045;49;155;0,9975;3,16;0,44;8.7;5,67
2799;white;7,1;0,37;0,67;10,5;0,045;NA;155;0,9975;NA;0,44;8.7;5,67
2800;white;8,6;0,34;0,36;1,4;0,045;11;119;0,99556;3,17;0,47;9.4;4
2801;white;8,6;0,34;0,36;1,4;0,045;11;119;0,99556;3,17;0,47;9.4;4
2802;white;6,2;0,25;0,38;7,9;0,045;54;208;0,99572;3,17;0,46;9.1;5
2803;white;6,2;0,25;0,38;7,9;0,045;54;208;0,99572;3,17;0,46;9.1;5
2804;white;8;0,28;0,42;7,1;0,045;41;169;0,9959;3,17;0,43;10.6;5,786
2805;white;8;0,28;0,42;7,1;0,045;41;169;0,9959;3,17;0,43;10.6;5,786
2806;white;7,2;0,24;0,19;7,7;0,045;53;176;0,9958;3,17;0,38;9.5;5,786
2807;white;7,3;0,3;0,25;2,5;0,045;32;122;NA;3,18;0,54;10.3;5
2808;white;7;0,15;0,38;15,3;0,045;54;120;0,9975;3,18;0,42;9.8;6
2809;white;6,2;0,19;NA;4,3;0,045;33;126;0,99658;3,18;0,42;9.3;6
2810;white;6,5;0,25;0,32;NA;0,045;41;128;0,99636;3,18;0,52;9.6;6
2811;white;7,7;0,3;0,42;14,3;0,045;45;213;0,9991;3,18;0,63;9.2;5,786
2812;white;NA;0,3;0,42;14,3;0,045;45;213;0,9991;3,18;0,63;9.2;5,786
2813;white;7,7;0,3;0,42;14,3;0,045;45;213;0,9991;3,18;0,63;9.2;5,786
2814;white;7,7;0,3;0,42;14,3;0,045;45;213;0,9991;3,18;0,63;9.2;5,786
2815;white;7,6;0,33;0,41;13,7;0,045;44;197;0,9989;3,18;0,64;9.1;5,786
2816;white;6,3;0,32;0,16;8;0,045;394.957.746.478.874;146.240.845.070.422;0,9949;3,18;0,47;9.7;6,134
2817;white;7,4;0,155;0,34;2,3;0,045;73.5;214;0,9934;3,18;0,61;9.9;7,356
2818;white;7,4;NA;0,34;2,3;0,045;73.5;214;0,9934;3,18;0,61;9.9;7,356
2819;white;6,2;0,32;0,16;7;0,045;30;136;0,9949;3,18;0,47;9.6;6,14
2820;white;6,3;0,32;0,16;8;0,045;394.957.746.478.874;146.240.845.070.422;0,9949;3,18;0,47;9.7;6,25
2821;white;7,3;0,42;0,38;6,8;0,045;29;122;0,9925;3,19;0,37;12.6;7,123
2822;white;7,4;0,2;0,43;7,8;0,045;27;153;0,9964;3,19;0,55;9;7,356
2823;white;6,3;0,2;0,37;11,8;0,045;58;130;NA;3,2;0,35;10.8;5
2824;white;6,3;0,26;0,42;7,1;0,045;62;209;0,99544;3,2;0,53;9.5;6
2825;white;6,3;0,26;0,42;7,1;0,045;62;NA;0,99544;3,2;0,53;9.5;6
2826;white;6,5;0,21;0,51;17,6;0,045;34;125;0,99966;3,2;0,47;8.8;6
2827;white;8;0,16;0,32;8,4;0,045;438.184.814.521.484;176.698.002.415.981;0,9958;3,21;0,34;9.16;6,134
2828;white;8;0,16;0,32;8,4;0,045;439.057.159.542.724;177.378.123.375.013;0,9958;3,21;0,34;9.12;6,134
2829;white;NA;0,25;0,74;7,8;0,045;52;209;0,9956;3,21;0,42;9.2;6,567
2830;white;6,4;0,25;0,74;7,8;0,045;52;209;0,9956;3,21;0,42;9.2;6,567
2831;white;7;0,16;0,32;8,3;0,045;38;126;0,9958;3,21;0,34;9.2;5,67
2832;white;7;0,16;0,32;8,3;0,045;38;NA;0,9958;3,21;0,34;9.2;5,67
2833;white;6,9;0,3;0,21;7,2;0,045;54;190;0,99595;3,22;0,48;9.4;5
2834;white;6,9;0,23;0,32;16,4;0,045;62;153;0,9972;3,22;0,42;10.5;5
2835;white;5,7;0,15;0,28;3,7;0,045;57;151;0,9913;3,22;0,27;11.2;6
2836;white;5,7;0,15;0,28;3,7;0,045;57;151;0,9913;3,22;0,27;11.2;6
2837;white;6,1;0,22;0,5;6,6;0,045;NA;122;0,99415;3,22;0,49;9.9;6
2838;white;6,3;0,29;0,14;7,05;0,045;50;177;0,99564;3,23;0,42;9;5
2839;white;7,2;0,24;0,34;1,1;0,045;3;64;0,9913;3,23;0,51;11.4;5,67
2840;white;5,8;0,21;0,32;1,6;0,045;38;95;0,98946;3,23;0,94;12.4;8,34
2841;white;6,4;0,21;0,44;7,4;0,045;47;NA;0,9957;3,24;0,46;9.1;5
2842;white;6,1;0,255;0,44;12,3;0,045;53;197;0,9967;3,24;0,54;9.5;6,567
2843;white;6,6;0,35;0,26;2,7;0,045;19;129;0,98952;3,24;0,48;13;7,456
2844;white;6,6;0,78;0,5;1,5;0,045;30;133;0,99104;3,25;0,48;11.7;5
2845;white;7,2;0,21;0,36;15,7;NA;68;183;0,99922;3,25;0,76;9.4;5
2846;white;7,2;0,21;0,36;15,7;0,045;68;183;0,99922;3,25;0,76;9.4;5
2847;white;7,2;0,21;0,36;15,7;0,045;68;183;NA;3,25;0,76;9.4;5
2848;white;7,2;0,24;0,24;1,7;0,045;18;161;0,99196;3,25;0,53;11.2;6
2849;white;7;0,21;0,28;8,7;0,045;37;222;0,9954;3,25;0,54;10.4;6,324
2850;white;7;0,21;0,28;8,6;0,045;NA;221;0,9954;3,25;0,54;10.4;6,324
2851;white;7;0,21;0,28;8,6;0,045;37;221;0,9954;3,25;0,54;10.4;6,324
2852;white;7;0,21;0,28;8,7;0,045;37;222;0,9954;3,25;0,54;10.4;6,324
2853;white;7;0,21;0,28;NA;0,045;37;221;0,9954;3,25;0,54;10.4;6,324
2854;white;6,8;NA;0,43;NA;0,045;53;198;0,9969;3,26;0,55;9.5;5
2855;white;6,2;0,28;0,45;7,5;0,045;46;203;0,99573;3,26;0,46;9.2;6
2856;white;7;0,17;0,74;12,8;0,045;24;126;0,9942;3,26;0,38;12.2;8
2857;white;6,2;0,43;0,49;6,4;0,045;12;NA;0,9963;NA;0,57;9;4,97
2858;white;5,8;0,27;0,27;12,3;0,045;55;170;0,9972;3,28;0,42;9.3;6,324
2859;white;6,7;0,16;0,36;2;0,045;24;131;NA;3,3;0,59;10.5;6
2860;white;6,4;0,31;0,34;2,3;0,045;428.589.019.287.846;169.216.671.866.625;0,9927;3,3;0,43;10.3;6,134
2861;white;6,3;0,31;0,34;2,2;0,045;20;77;0,9927;3,3;0,43;10.2;5,67
2862;white;6,6;0,27;NA;5,3;0,045;57;189;0,9953;3,31;0,79;9.8;5,786
2863;white;6,1;0,24;0,3;1,5;0,045;22;61;0,992;3,31;0,54;10.4;5,67
2864;white;6,4;0,18;0,35;1;0,045;39;108;0,9911;NA;0,35;10.9;6,14
2865;white;6,4;0,18;0,35;2;0,045;460.240.778.001.342;155.730.684.104.628;0,9911;3,31;0,35;10.9;6,25
2866;white;5,9;0,19;0,21;1,7;0,045;57;135;0,99341;3,32;0,44;9.5;5
2867;white;5,7;0,14;0,3;5,4;0,045;26;105;0,99469;3,32;0,45;9.3;5
2868;white;7,5;0,38;0,33;5;0,045;30;131;0,9942;3,32;NA;10.9;6,324
2869;white;7,2;0,18;0,31;1,1;0,045;20;73;0,9925;3,32;0,4;10.8;7,123
2870;red;5,9;0,19;0,21;1,7;0,045;57;135;0,99341;3,32;0,44;9.5;5,67
2871;white;NA;0,26;0,25;11,6;0,045;45;178;0,99691;3,33;NA;9.8;6
2872;white;6;0,29;0,2;12,6;0,045;45;187;0,9972;3,33;NA;9.5;5,67
2873;white;5,4;0,59;0,07;7;0,045;36;147;0,9944;3,34;0,57;9.7;6,324
2874;white;7,4;0,29;0,29;1,6;0,045;53;180;0,9936;3,34;0,68;10.5;6,324
2875;white;5,5;0,35;NA;1,1;0,045;14;167;0,992;3,34;0,68;9.9;6,324
2876;white;6,6;0,23;0,26;NA;0,045;16;128;0,9934;3,36;NA;10;6,567
2877;white;6,2;0,3;0,2;6,6;0,045;42;170;0,9944;NA;0,45;10.4;6,567
2878;white;5,8;0,17;0,34;1,8;0,045;96;170;NA;3,38;0,9;11.8;8
2879;white;6,5;0,26;0,32;16,5;0,045;44;166;1;3,38;0,46;9.5;6,324
2880;white;5,8;0,17;0,34;NA;0,045;96;170;0,99035;3,38;0,9;11.8;8,345
2881;white;7,1;0,3;0,49;NA;0,045;NA;100;0,9942;3,4;0,59;10.2;5,786
2882;white;6,8;0,12;0,31;5,2;0,045;29;120;0,9942;NA;0,46;9.8;7
2883;white;7,4;0,22;0,33;2;0,045;31;101;0,9931;3,42;0,55;11.4;5,786
2884;white;7,4;0,22;0,33;2;0,045;31;101;0,9931;3,42;0,55;11.4;5,786
2885;white;6,2;0,12;0,34;1,5;0,045;43;117;0,9939;3,42;0,51;9;6,14
2886;white;6,3;0,12;0,34;1,6;0,045;432.460.764.587.525;NA;0,9939;3,42;0,51;9;6,25
2887;white;6,4;0,13;0,28;0,9;0,045;32;87;0,99175;3,47;0,52;11.2;6
2888;white;7,6;0,445;0,44;14,5;0,045;68;212;0,9986;3,48;0,36;10;6,567
2889;red;6,4;0,67;0,08;2,1;0,045;19;48;0,9949;3,49;0,49;;6
2890;white;6,6;0,19;0,43;10,9;0,045;53;154;0,99752;3,52;0,77;10.4;6,875
2891;white;6,6;0,19;0,43;10,9;0,045;53;154;0,99752;3,52;0,77;10.4;6,875
2892;white;6,8;0,25;0,24;1,6;NA;39;164;0,99402;3,53;0,58;10.8;5
2893;red;5,6;0,85;0,05;1,4;0,045;12;88;0,9924;3,56;0,82;12.9;8
2894;red;5;1,02;0,04;1,4;0,045;41;85;0,9938;3,75;0,48;10.5;4,25
2895;white;5,4;0,22;0,29;1,2;0,045;69;152;0,99178;3,76;0,63;11;7,456
2896;white;NA;0,2;NA;1,1;0,046;31;NA;0,99194;3;0,35;10.5;4
2897;white;6,3;0,19;0,32;2,8;NA;18;80;0,99043;NA;0,47;NA;6
2898;white;6,3;0,26;0,25;NA;0,046;11;133;0,99202;2,97;0,68;11;6
2899;white;8,4;0,35;0,71;12,2;0,046;22;160;0,9982;2,98;0,65;9.4;5,67
2900;white;6,4;NA;0,15;6,6;0,046;26;113;0,99408;2,99;0,58;9.9;6
2901;white;7,6;0,36;0,49;11,3;0,046;87;221;0,9984;3,01;0,43;NA;NA
2902;white;7,6;0,36;0,49;11,3;0,046;NA;221;0,9984;3,01;0,43;9.2;5
2903;white;9,9;1,005;0,46;1,4;0,046;34;185;0,9966;3,02;0,49;10.2;4
2904;white;9,2;NA;0,68;1,6;0,046;22;130;0,9948;3,02;0,45;10.4;6,324
2905;white;8,3;0,41;0,51;2;0,046;11;207;0,993;3,02;0,55;11.4;5,67
2906;white;7,7;0,18;0,3;1,2;0,046;49;199;0,99413;3,03;0,38;9.3;5
2907;white;9,8;0,16;0,46;1,8;0,046;23;130;0,99587;3,04;0,67;9.6;5
2908;white;7,5;0,24;0,29;NA;0,046;34;84;0,9902;3,04;0,39;11.45;6
2909;white;7,5;0,24;0,29;1,1;0,046;34;84;0,9902;3,04;0,39;11.45;6
2910;white;6;0,52;0,33;7,7;0,046;24;119;0,99224;3,04;NA;11;6
2911;white;6,6;0,22;0,29;14,4;0,046;39;NA;0,99834;3,05;0,5;9.1;6
2912;white;6,6;0,22;0,29;14,4;0,046;39;118;0,99834;3,05;0,5;9.1;6
2913;white;7;0,29;0,54;NA;0,046;59;234;0,9966;3,05;0,61;9.5;5,67
2914;white;8,7;0,3;0,59;1,7;0,046;10;70;0,99373;3,06;0,56;10.8;4
2915;white;6,2;0,355;0,35;2;0,046;31;95;0,98822;3,06;0,46;13.6;6
2916;white;7,6;0,18;0,49;18,05;0,046;36;158;0,9996;3,06;0,41;9.2;5,786
2917;white;7,7;0,27;0,61;12;0,046;64;179;0,9982;3,07;0,46;8.9;5
2918;white;6,6;0,36;0,52;11,3;0,046;8;110;0,9966;3,07;0,46;NA;5
2919;white;7,6;0,48;0,31;9,4;0,046;6;194;0,99714;3,07;0,61;9.4;5
2920;white;6,8;0,21;0,31;2,9;0,046;40;121;0,9913;3,07;0,65;10.9;7,456
2921;NA;6,8;0,21;0,31;2,9;0,046;40;121;0,9913;3,07;0,65;10.9;7,456
2922;white;7,1;0,27;0,31;18,2;0,046;55;252;1;3,07;0,56;8.7;5,67
2923;white;7,7;0,28;0,58;12,1;0,046;60;177;0,9983;3,08;0,46;NA;5
2924;white;7;0,46;0,2;16,7;0,046;50;184;0,99898;3,08;0,56;9.4;5
2925;white;7,6;0,28;0,17;1,6;0,046;28;117;0,99288;3,08;0,43;10;5
2926;white;6,8;0,23;0,32;8,6;0,046;47;159;0,99452;3,08;0,52;10.5;6
2927;white;9,2;0,32;0,42;1,3;0,046;14;186;0,9949;3,08;0,48;9.6;5,786
2928;white;8,2;0,34;0,49;8;0,046;55;223;0,996;3,08;0,52;10.7;6,567
2929;white;7,4;0,3;0,22;1,4;0,046;16;135;0,9928;3,08;0,77;10.4;7,356
2930;white;NA;0,28;NA;1,3;0,046;27;142;0,9936;3,09;0,59;10.2;5,786
2931;white;7,4;0,22;0,28;9;0,046;22;121;0,99468;3,1;0,55;10.8;5
2932;white;6,4;0,46;0,08;4,9;0,046;34;144;0,99445;3,1;0,56;10;5,786
2933;white;6,4;0,3;0,38;7,8;0,046;35;192;0,9955;3,1;0,37;9;5,786
2934;white;6,4;0,3;0,38;7,8;0,046;35;192;0,9955;3,1;0,37;9;5,786
2935;white;7,2;0,28;0,26;12,5;0,046;48;179;0,9975;3,1;0,52;9;6,324
2936;white;6,9;0,29;0,41;7,8;0,046;52;171;0,99537;3,12;0,51;9.6;5
2937;white;7,1;0,23;0,28;1,9;0,046;33;103;0,98997;3,12;0,31;12;5
2938;NA;6,4;0,24;0,23;2;0,046;30;133;0,9908;3,12;0,54;NA;7,456
2939;white;6,9;NA;0,15;8,1;0,046;51;180;0,9958;NA;0,45;8.9;5,786
2940;white;7,2;0,18;0,45;4,4;0,046;NA;166;0,9943;NA;0,62;11.2;6,324
2941;white;6,6;0,28;0,41;7;0,046;NA;194;0,99558;3,14;0,48;9.4;5
2942;white;6,6;0,28;0,41;7;0,046;59;194;0,99558;3,14;0,48;9.4;5
