"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
61;"retired";"married";"secondary";"no";483;"no";"no";"cellular";23;"apr";164;1;-1;0;"unknown";"0"
27;"management";"single";"tertiary";"no";616;"yes";"no";"cellular";22;"may";685;1;101;1;"other";"1"
65;"retired";"married";"tertiary";"no";1153;"no";"no";"cellular";3;"feb";224;1;-1;0;"unknown";"0"
35;"housemaid";"married";"primary";"no";113;"yes";"no";"cellular";17;"jul";923;2;-1;0;"unknown";"1"
56;"retired";"married";"secondary";"no";102;"yes";"no";"telephone";11;"may";267;1;369;1;"failure";"0"
32;"management";"single";"tertiary";"no";1834;"yes";"no";"unknown";2;"jun";159;1;-1;0;"unknown";"0"
32;"technician";"married";"secondary";"no";4790;"yes";"no";"cellular";22;"jul";314;2;-1;0;"unknown";"0"
37;"technician";"single";"tertiary";"no";3943;"no";"no";"cellular";6;"apr";1138;2;138;1;"failure";"1"
35;"blue-collar";"married";"primary";"no";378;"yes";"no";"unknown";16;"may";427;3;-1;0;"unknown";"0"
37;"management";"married";"tertiary";"no";0;"yes";"no";"unknown";12;"may";346;4;-1;0;"unknown";"0"
39;"blue-collar";"single";"tertiary";"no";48;"no";"no";"cellular";3;"jun";539;1;-1;0;"unknown";"1"
37;"services";"single";"secondary";"no";608;"no";"no";"cellular";14;"may";380;3;-1;0;"unknown";"0"
44;"blue-collar";"married";"primary";"no";617;"yes";"no";"unknown";13;"may";227;2;-1;0;"unknown";"0"
67;"retired";"single";"tertiary";"no";3377;"no";"no";"telephone";23;"apr";77;2;-1;0;"unknown";"0"
46;"self-employed";"married";"primary";"no";2295;"yes";"no";"unknown";11;"jun";138;1;-1;0;"unknown";"0"
39;"admin.";"single";"secondary";"no";0;"no";"yes";"unknown";19;"jun";142;1;-1;0;"unknown";"0"
58;"self-employed";"married";"tertiary";"no";8014;"yes";"no";"cellular";19;"nov";697;2;184;3;"failure";"0"
33;"admin.";"married";"secondary";"no";2468;"yes";"yes";"cellular";6;"may";84;1;282;4;"failure";"0"
32;"admin.";"single";"secondary";"no";642;"yes";"no";"cellular";5;"feb";52;1;253;2;"failure";"0"
42;"services";"married";"secondary";"no";-437;"yes";"yes";"unknown";27;"may";318;1;-1;0;"unknown";"0"
45;"housemaid";"married";"tertiary";"no";0;"no";"no";"unknown";9;"jun";100;1;-1;0;"unknown";"0"
33;"technician";"single";"secondary";"no";261;"yes";"no";"unknown";14;"may";622;1;-1;0;"unknown";"0"
60;"unknown";"married";"tertiary";"no";2450;"no";"no";"unknown";9;"jul";297;5;-1;0;"unknown";"0"
50;"blue-collar";"married";"unknown";"no";1389;"yes";"no";"cellular";17;"apr";300;3;302;3;"failure";"0"
36;"management";"single";"tertiary";"no";0;"yes";"no";"unknown";3;"jun";174;1;-1;0;"unknown";"0"
31;"admin.";"married";"secondary";"no";-581;"yes";"no";"unknown";2;"jun";562;3;-1;0;"unknown";"0"
25;"admin.";"single";"secondary";"no";285;"no";"no";"cellular";3;"jul";658;3;-1;0;"unknown";"1"
34;"admin.";"married";"secondary";"no";1551;"yes";"yes";"cellular";8;"jul";188;2;82;4;"other";"0"
26;"student";"single";"secondary";"no";655;"no";"no";"cellular";16;"sep";190;1;-1;0;"unknown";"1"
31;"management";"married";"tertiary";"no";242;"yes";"no";"cellular";9;"jun";106;4;-1;0;"unknown";"0"
28;"technician";"single";"tertiary";"no";1026;"yes";"no";"cellular";13;"may";101;3;-1;0;"unknown";"0"
42;"blue-collar";"married";"secondary";"yes";-204;"yes";"no";"cellular";11;"may";34;1;361;7;"failure";"0"
38;"services";"single";"secondary";"no";-196;"yes";"no";"cellular";2;"feb";60;1;271;1;"failure";"0"
38;"blue-collar";"married";"secondary";"no";2283;"yes";"no";"cellular";14;"jul";221;3;-1;0;"unknown";"0"
53;"admin.";"divorced";"secondary";"no";2687;"yes";"no";"cellular";29;"jan";373;1;-1;0;"unknown";"0"
43;"blue-collar";"married";"primary";"no";1211;"yes";"no";"unknown";6;"may";208;3;-1;0;"unknown";"0"
32;"services";"single";"secondary";"no";2881;"no";"no";"cellular";2;"jul";356;1;-1;0;"unknown";"1"
49;"self-employed";"divorced";"tertiary";"no";3293;"no";"no";"cellular";24;"may";260;1;77;9;"failure";"0"
46;"technician";"married";"secondary";"no";1975;"yes";"no";"cellular";8;"aug";41;2;-1;0;"unknown";"0"
54;"unemployed";"single";"secondary";"no";380;"no";"no";"cellular";17;"nov";696;2;-1;0;"unknown";"1"
34;"management";"married";"primary";"no";2026;"yes";"no";"unknown";17;"jun";100;8;-1;0;"unknown";"0"
43;"management";"married";"tertiary";"no";0;"yes";"no";"cellular";17;"nov";360;2;-1;0;"unknown";"0"
36;"management";"single";"tertiary";"no";112;"yes";"no";"cellular";15;"jul";83;2;-1;0;"unknown";"0"
33;"technician";"married";"secondary";"no";-160;"yes";"no";"cellular";21;"jul";898;5;-1;0;"unknown";"0"
74;"retired";"married";"primary";"no";0;"no";"no";"telephone";13;"aug";562;2;-1;0;"unknown";"1"
33;"admin.";"single";"secondary";"no";555;"yes";"no";"cellular";9;"sep";204;1;365;1;"success";"1"
23;"management";"married";"tertiary";"no";175;"yes";"no";"unknown";26;"may";796;1;-1;0;"unknown";"0"
59;"management";"married";"secondary";"no";771;"no";"no";"telephone";13;"may";125;2;370;3;"failure";"0"
60;"retired";"married";"tertiary";"no";2196;"no";"no";"cellular";15;"jun";318;3;-1;0;"unknown";"0"
36;"services";"divorced";"secondary";"no";-330;"yes";"yes";"unknown";27;"may";207;2;-1;0;"unknown";"0"
33;"blue-collar";"married";"secondary";"no";312;"yes";"no";"unknown";4;"jun";151;2;-1;0;"unknown";"0"
39;"blue-collar";"divorced";"secondary";"yes";-202;"yes";"yes";"cellular";15;"may";157;4;-1;0;"unknown";"0"
35;"management";"single";"tertiary";"no";996;"no";"no";"unknown";20;"jun";17;2;-1;0;"unknown";"0"
40;"entrepreneur";"married";"secondary";"no";6403;"no";"no";"cellular";22;"sep";208;2;-1;0;"unknown";"1"
34;"admin.";"married";"tertiary";"no";21;"no";"yes";"cellular";2;"jun";269;1;92;2;"failure";"0"
51;"blue-collar";"married";"primary";"no";480;"yes";"no";"cellular";12;"may";189;1;326;5;"failure";"0"
43;"technician";"single";"secondary";"no";463;"yes";"no";"cellular";17;"nov";266;2;-1;0;"unknown";"0"
45;"management";"married";"secondary";"no";1134;"no";"yes";"cellular";9;"feb";102;4;-1;0;"unknown";"0"
32;"services";"married";"secondary";"no";59;"yes";"yes";"unknown";9;"may";202;2;-1;0;"unknown";"0"
39;"unknown";"single";"unknown";"no";0;"no";"no";"telephone";28;"jan";28;1;-1;0;"unknown";"0"
37;"blue-collar";"married";"primary";"no";20;"no";"yes";"telephone";15;"jul";469;4;-1;0;"unknown";"0"
29;"admin.";"married";"primary";"no";624;"yes";"no";"unknown";12;"may";246;1;-1;0;"unknown";"0"
44;"admin.";"single";"unknown";"yes";-612;"yes";"no";"cellular";31;"jul";297;1;-1;0;"unknown";"0"
31;"services";"married";"secondary";"no";11512;"yes";"no";"unknown";21;"may";179;1;-1;0;"unknown";"0"
29;"self-employed";"single";"tertiary";"no";3290;"no";"no";"cellular";12;"may";430;1;50;3;"success";"1"
49;"unemployed";"married";"primary";"yes";11;"yes";"no";"telephone";31;"jul";166;8;-1;0;"unknown";"0"
58;"services";"divorced";"secondary";"no";-158;"no";"no";"telephone";18;"jul";11;3;-1;0;"unknown";"0"
64;"housemaid";"married";"primary";"no";67;"no";"no";"telephone";25;"aug";153;1;-1;0;"unknown";"0"
62;"management";"married";"tertiary";"no";7458;"no";"no";"cellular";30;"oct";212;2;-1;0;"unknown";"1"
59;"self-employed";"married";"tertiary";"no";185;"no";"no";"cellular";22;"jun";177;5;138;1;"failure";"0"
52;"technician";"married";"secondary";"no";371;"yes";"yes";"cellular";21;"apr";224;2;182;1;"success";"1"
37;"services";"single";"secondary";"no";459;"no";"no";"telephone";16;"jul";61;14;-1;0;"unknown";"0"
34;"entrepreneur";"single";"tertiary";"yes";1709;"no";"yes";"cellular";18;"nov";288;1;-1;0;"unknown";"0"
56;"blue-collar";"married";"primary";"no";551;"no";"no";"unknown";29;"may";27;1;-1;0;"unknown";"0"
46;"management";"divorced";"tertiary";"no";675;"no";"yes";"unknown";12;"jun";190;2;-1;0;"unknown";"0"
59;"management";"married";"tertiary";"no";4152;"yes";"no";"cellular";1;"oct";67;6;141;13;"failure";"0"
32;"blue-collar";"single";"secondary";"no";-255;"no";"yes";"unknown";2;"jul";957;3;-1;0;"unknown";"0"
46;"technician";"divorced";"secondary";"no";0;"yes";"yes";"cellular";8;"may";306;1;262;1;"other";"0"
39;"admin.";"married";"secondary";"no";168;"yes";"no";"cellular";19;"nov";183;1;-1;0;"unknown";"0"
46;"blue-collar";"married";"primary";"no";5393;"yes";"no";"cellular";20;"nov";997;2;-1;0;"unknown";"0"
44;"services";"married";"secondary";"no";742;"no";"no";"telephone";30;"jul";77;5;-1;0;"unknown";"0"
35;"technician";"single";"primary";"no";744;"yes";"no";"cellular";7;"apr";1096;1;-1;0;"unknown";"0"
54;"services";"married";"primary";"no";198;"yes";"no";"cellular";31;"jul";69;3;-1;0;"unknown";"0"
35;"technician";"divorced";"secondary";"no";0;"no";"no";"cellular";24;"jul";262;2;-1;0;"unknown";"0"
51;"entrepreneur";"single";"tertiary";"no";0;"no";"no";"cellular";30;"jan";643;1;-1;0;"unknown";"0"
34;"services";"married";"tertiary";"no";1442;"no";"no";"cellular";11;"dec";234;1;-1;0;"unknown";"0"
77;"retired";"married";"secondary";"no";4112;"no";"no";"telephone";26;"jan";1616;1;95;2;"success";"1"
45;"blue-collar";"married";"secondary";"no";4646;"yes";"no";"unknown";13;"may";118;1;-1;0;"unknown";"0"
45;"admin.";"divorced";"secondary";"no";1201;"no";"no";"cellular";30;"jul";652;2;-1;0;"unknown";"0"
46;"technician";"married";"secondary";"no";1028;"yes";"no";"cellular";2;"feb";96;2;208;1;"failure";"0"
28;"services";"married";"secondary";"no";462;"yes";"yes";"cellular";5;"feb";410;1;-1;0;"unknown";"0"
45;"blue-collar";"married";"secondary";"no";196;"yes";"no";"cellular";2;"feb";91;1;-1;0;"unknown";"0"
28;"housemaid";"single";"secondary";"no";781;"yes";"no";"cellular";17;"apr";52;1;-1;0;"unknown";"0"
29;"services";"married";"secondary";"no";-597;"no";"no";"cellular";7;"jul";500;2;-1;0;"unknown";"0"
37;"services";"single";"secondary";"no";248;"yes";"no";"cellular";8;"apr";417;2;57;3;"failure";"0"
58;"unemployed";"single";"secondary";"no";1013;"yes";"no";"cellular";30;"jul";341;5;-1;0;"unknown";"0"
31;"services";"married";"secondary";"no";338;"yes";"no";"cellular";28;"jan";155;1;-1;0;"unknown";"0"
40;"admin.";"married";"secondary";"no";824;"yes";"no";"cellular";17;"apr";359;1;-1;0;"unknown";"0"
32;"admin.";"single";"secondary";"no";131;"yes";"no";"cellular";22;"jun";522;1;183;2;"success";"1"
82;"retired";"married";"secondary";"no";276;"no";"no";"telephone";17;"aug";199;1;-1;0;"unknown";"1"
29;"admin.";"single";"secondary";"no";65;"yes";"no";"cellular";14;"may";9;6;-1;0;"unknown";"0"
42;"services";"divorced";"secondary";"no";241;"yes";"no";"unknown";19;"jun";405;2;-1;0;"unknown";"0"
56;"housemaid";"divorced";"secondary";"no";1866;"no";"yes";"cellular";1;"oct";760;1;-1;0;"unknown";"0"
32;"blue-collar";"married";"secondary";"no";1914;"yes";"no";"cellular";14;"may";532;1;358;1;"failure";"0"
54;"blue-collar";"married";"secondary";"no";1487;"yes";"no";"unknown";14;"may";302;16;-1;0;"unknown";"0"
46;"technician";"married";"secondary";"no";0;"yes";"no";"telephone";31;"jul";181;2;-1;0;"unknown";"0"
31;"technician";"married";"secondary";"no";0;"no";"no";"cellular";20;"aug";117;4;-1;0;"unknown";"0"
47;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular";26;"aug";71;4;-1;0;"unknown";"0"
34;"management";"divorced";"tertiary";"no";27;"no";"yes";"cellular";19;"nov";190;1;-1;0;"unknown";"0"
47;"blue-collar";"divorced";"secondary";"no";1480;"yes";"no";"cellular";15;"may";144;1;365;1;"failure";"0"
35;"admin.";"single";"tertiary";"no";994;"no";"no";"cellular";2;"feb";75;2;-1;0;"unknown";"0"
38;"management";"married";"tertiary";"no";546;"no";"no";"cellular";22;"aug";82;2;-1;0;"unknown";"0"
33;"management";"divorced";"tertiary";"no";723;"yes";"no";"unknown";27;"may";246;1;-1;0;"unknown";"0"
49;"technician";"married";"secondary";"no";3635;"yes";"no";"cellular";5;"aug";171;2;-1;0;"unknown";"0"
35;"technician";"married";"secondary";"no";-288;"yes";"yes";"cellular";30;"apr";126;3;-1;0;"unknown";"0"
40;"services";"married";"primary";"no";1117;"yes";"no";"unknown";13;"may";280;1;-1;0;"unknown";"0"
48;"self-employed";"married";"secondary";"no";1175;"yes";"yes";"cellular";19;"nov";62;1;-1;0;"unknown";"0"
43;"admin.";"married";"secondary";"no";323;"yes";"yes";"cellular";12;"may";43;3;369;2;"failure";"0"
29;"management";"married";"tertiary";"no";1;"yes";"yes";"unknown";16;"may";49;1;-1;0;"unknown";"0"
60;"retired";"married";"primary";"no";3;"no";"no";"unknown";18;"jun";227;1;-1;0;"unknown";"0"
39;"admin.";"married";"secondary";"no";104;"yes";"no";"unknown";6;"may";412;1;-1;0;"unknown";"0"
31;"blue-collar";"married";"secondary";"no";297;"yes";"no";"unknown";12;"may";480;1;-1;0;"unknown";"0"
51;"blue-collar";"married";"secondary";"no";4695;"no";"no";"cellular";29;"aug";8;10;-1;0;"unknown";"0"
33;"blue-collar";"married";"secondary";"no";308;"yes";"no";"cellular";13;"may";147;2;-1;0;"unknown";"0"
39;"blue-collar";"married";"primary";"no";315;"yes";"no";"cellular";15;"may";259;3;353;3;"failure";"0"
28;"services";"married";"secondary";"no";376;"no";"yes";"telephone";29;"jul";49;4;-1;0;"unknown";"0"
50;"blue-collar";"married";"secondary";"no";-581;"yes";"no";"cellular";14;"may";877;2;345;5;"failure";"0"
77;"retired";"married";"primary";"no";2590;"no";"no";"telephone";15;"feb";112;5;94;15;"success";"0"
49;"technician";"married";"tertiary";"no";6138;"no";"no";"unknown";20;"jun";100;3;-1;0;"unknown";"0"
48;"admin.";"married";"primary";"no";3;"yes";"no";"unknown";27;"may";148;4;-1;0;"unknown";"0"
34;"management";"married";"tertiary";"no";176;"no";"no";"cellular";18;"aug";61;4;-1;0;"unknown";"0"
42;"technician";"single";"secondary";"no";146;"no";"no";"cellular";8;"aug";229;2;-1;0;"unknown";"0"
49;"entrepreneur";"married";"secondary";"no";687;"no";"no";"cellular";18;"aug";65;6;-1;0;"unknown";"0"
56;"retired";"married";"primary";"no";16432;"no";"no";"cellular";19;"feb";702;2;189;2;"failure";"0"
29;"unemployed";"married";"secondary";"no";39;"no";"yes";"cellular";18;"jul";184;3;-1;0;"unknown";"0"
33;"services";"single";"secondary";"no";406;"yes";"no";"cellular";5;"feb";61;1;275;1;"failure";"0"
34;"management";"single";"tertiary";"no";1012;"yes";"yes";"cellular";15;"may";109;3;-1;0;"unknown";"0"
57;"unemployed";"married";"tertiary";"no";209;"no";"no";"unknown";19;"jun";453;1;-1;0;"unknown";"0"
42;"unemployed";"married";"secondary";"no";-523;"yes";"no";"cellular";11;"may";327;2;-1;0;"unknown";"0"
54;"services";"married";"secondary";"no";869;"no";"no";"cellular";14;"aug";152;2;-1;0;"unknown";"0"
43;"management";"divorced";"secondary";"no";51;"no";"no";"cellular";2;"feb";430;1;-1;0;"unknown";"1"
52;"entrepreneur";"single";"tertiary";"no";3469;"yes";"no";"cellular";20;"nov";653;1;-1;0;"unknown";"1"
45;"blue-collar";"married";"unknown";"no";248;"yes";"no";"unknown";6;"may";88;5;-1;0;"unknown";"0"
36;"management";"married";"tertiary";"no";953;"yes";"yes";"telephone";4;"may";354;2;335;3;"other";"0"
27;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";1;"apr";124;1;-1;0;"unknown";"0"
47;"management";"single";"secondary";"no";-246;"yes";"no";"cellular";5;"may";145;1;365;2;"failure";"0"
37;"technician";"single";"secondary";"no";363;"yes";"no";"cellular";21;"nov";39;4;182;3;"failure";"0"
34;"blue-collar";"married";"unknown";"no";41;"yes";"no";"cellular";6;"may";34;9;-1;0;"unknown";"0"
59;"management";"married";"unknown";"no";3428;"yes";"yes";"cellular";19;"nov";103;1;-1;0;"unknown";"0"
56;"management";"married";"tertiary";"no";1803;"no";"no";"cellular";20;"nov";305;2;-1;0;"unknown";"0"
50;"management";"married";"secondary";"no";2717;"yes";"no";"cellular";18;"nov";188;1;-1;0;"unknown";"0"
59;"blue-collar";"married";"primary";"no";99;"yes";"no";"cellular";5;"feb";43;1;261;3;"failure";"0"
45;"admin.";"married";"unknown";"no";-299;"yes";"no";"cellular";8;"may";154;2;350;1;"failure";"0"
32;"technician";"married";"tertiary";"no";903;"yes";"no";"cellular";23;"jun";181;1;320;1;"other";"0"
43;"blue-collar";"married";"primary";"no";46;"yes";"no";"cellular";15;"may";38;7;332;6;"failure";"0"
31;"services";"single";"secondary";"no";13;"no";"yes";"cellular";6;"feb";1019;2;-1;0;"unknown";"1"
46;"technician";"single";"secondary";"yes";-1124;"yes";"yes";"unknown";9;"may";206;2;-1;0;"unknown";"0"
38;"blue-collar";"single";"secondary";"no";334;"yes";"no";"cellular";18;"jul";541;7;-1;0;"unknown";"0"
31;"management";"single";"tertiary";"no";18;"no";"no";"cellular";8;"aug";82;2;-1;0;"unknown";"0"
43;"technician";"married";"tertiary";"no";1485;"no";"no";"cellular";21;"aug";180;2;-1;0;"unknown";"0"
58;"retired";"married";"primary";"no";69;"no";"no";"cellular";29;"aug";76;8;-1;0;"unknown";"0"
36;"management";"married";"tertiary";"no";406;"no";"no";"cellular";14;"aug";123;2;-1;0;"unknown";"0"
33;"blue-collar";"single";"primary";"no";127;"yes";"no";"unknown";29;"may";1059;2;-1;0;"unknown";"1"
30;"services";"single";"tertiary";"no";44;"no";"no";"unknown";16;"jun";108;2;-1;0;"unknown";"0"
38;"entrepreneur";"single";"tertiary";"yes";0;"yes";"no";"cellular";18;"nov";120;1;-1;0;"unknown";"0"
48;"technician";"married";"secondary";"no";504;"no";"yes";"cellular";6;"aug";227;3;-1;0;"unknown";"0"
35;"technician";"single";"secondary";"no";2;"no";"no";"cellular";11;"aug";239;4;-1;0;"unknown";"0"
36;"blue-collar";"married";"unknown";"no";-417;"yes";"no";"unknown";27;"may";597;3;-1;0;"unknown";"0"
41;"admin.";"single";"secondary";"no";1322;"yes";"no";"cellular";29;"jan";58;1;266;1;"failure";"0"
52;"management";"married";"tertiary";"no";2578;"no";"no";"cellular";17;"nov";412;1;-1;0;"unknown";"0"
36;"management";"divorced";"tertiary";"no";2397;"no";"no";"cellular";25;"aug";93;9;-1;0;"unknown";"0"
49;"management";"married";"tertiary";"no";1533;"no";"no";"cellular";17;"nov";324;1;172;1;"failure";"0"
42;"management";"married";"tertiary";"no";4014;"yes";"no";"cellular";21;"nov";149;4;186;1;"other";"0"
55;"management";"married";"tertiary";"no";86;"no";"no";"telephone";16;"jun";64;1;-1;0;"unknown";"0"
52;"admin.";"single";"secondary";"no";2332;"no";"no";"cellular";29;"jul";108;2;-1;0;"unknown";"0"
51;"entrepreneur";"married";"unknown";"no";3404;"no";"no";"cellular";31;"jul";44;7;-1;0;"unknown";"0"
55;"technician";"married";"tertiary";"no";199;"no";"no";"cellular";11;"aug";151;1;-1;0;"unknown";"0"
50;"services";"married";"secondary";"no";901;"yes";"no";"unknown";20;"jun";8;6;-1;0;"unknown";"0"
48;"services";"single";"primary";"no";848;"yes";"no";"unknown";15;"may";98;1;-1;0;"unknown";"0"
46;"management";"married";"tertiary";"no";144;"no";"no";"cellular";22;"aug";79;4;-1;0;"unknown";"0"
36;"services";"married";"secondary";"no";1746;"yes";"no";"unknown";26;"may";99;1;-1;0;"unknown";"0"
34;"blue-collar";"married";"secondary";"no";-185;"yes";"yes";"unknown";13;"may";276;1;-1;0;"unknown";"0"
33;"entrepreneur";"married";"secondary";"no";3140;"yes";"yes";"cellular";21;"nov";7;5;-1;0;"unknown";"0"
27;"technician";"single";"secondary";"no";629;"yes";"yes";"unknown";18;"jun";680;2;-1;0;"unknown";"0"
32;"services";"married";"secondary";"no";109;"yes";"no";"unknown";2;"jun";364;13;-1;0;"unknown";"0"
27;"management";"single";"secondary";"no";442;"yes";"no";"unknown";28;"may";212;1;-1;0;"unknown";"0"
33;"blue-collar";"single";"secondary";"no";6285;"yes";"no";"unknown";2;"jun";689;3;-1;0;"unknown";"0"
50;"technician";"married";"secondary";"no";0;"yes";"no";"unknown";2;"jun";171;2;-1;0;"unknown";"0"
40;"blue-collar";"married";"secondary";"no";3316;"no";"no";"unknown";19;"jun";102;3;-1;0;"unknown";"0"
41;"management";"married";"tertiary";"no";1409;"no";"no";"cellular";5;"aug";138;1;-1;0;"unknown";"0"
25;"technician";"divorced";"secondary";"no";86;"no";"yes";"cellular";8;"jul";483;2;-1;0;"unknown";"0"
37;"blue-collar";"married";"primary";"no";53;"yes";"no";"unknown";19;"may";467;4;-1;0;"unknown";"0"
54;"self-employed";"married";"tertiary";"no";368;"no";"no";"cellular";18;"nov";74;2;110;4;"failure";"0"
39;"management";"married";"tertiary";"no";-468;"yes";"yes";"cellular";8;"aug";88;2;-1;0;"unknown";"0"
31;"management";"married";"tertiary";"no";777;"yes";"no";"cellular";3;"feb";245;4;-1;0;"unknown";"0"
30;"entrepreneur";"married";"secondary";"no";2551;"yes";"no";"unknown";5;"jun";142;2;-1;0;"unknown";"0"
67;"retired";"single";"primary";"no";491;"no";"no";"telephone";6;"feb";110;1;-1;0;"unknown";"0"
46;"blue-collar";"married";"secondary";"no";2944;"no";"no";"unknown";20;"jun";20;5;-1;0;"unknown";"0"
26;"management";"single";"tertiary";"no";157;"yes";"no";"cellular";30;"jan";78;2;-1;0;"unknown";"0"
38;"admin.";"single";"secondary";"no";245;"yes";"yes";"cellular";17;"apr";71;2;345;2;"success";"0"
45;"management";"married";"tertiary";"no";1847;"no";"no";"unknown";16;"jun";77;5;-1;0;"unknown";"0"
40;"management";"single";"tertiary";"no";269;"yes";"no";"cellular";27;"aug";97;4;-1;0;"unknown";"0"
29;"technician";"single";"secondary";"no";18;"no";"no";"cellular";3;"feb";206;3;-1;0;"unknown";"0"
38;"management";"married";"tertiary";"no";465;"yes";"yes";"cellular";15;"jul";156;4;-1;0;"unknown";"0"
57;"retired";"married";"primary";"no";9367;"no";"no";"cellular";14;"may";700;4;92;7;"success";"1"
36;"blue-collar";"married";"secondary";"no";142;"yes";"no";"cellular";17;"apr";251;1;-1;0;"unknown";"0"
20;"student";"single";"secondary";"no";291;"no";"no";"telephone";11;"may";172;5;371;5;"failure";"0"
28;"admin.";"single";"secondary";"no";551;"no";"yes";"cellular";8;"jul";161;1;-1;0;"unknown";"0"
39;"technician";"divorced";"secondary";"no";807;"yes";"yes";"cellular";13;"may";69;1;260;6;"failure";"0"
39;"technician";"married";"secondary";"no";616;"no";"no";"telephone";8;"dec";170;1;-1;0;"unknown";"0"
51;"technician";"married";"secondary";"no";371;"yes";"yes";"cellular";21;"oct";287;1;-1;0;"unknown";"1"
37;"technician";"married";"secondary";"no";6384;"yes";"yes";"cellular";3;"jun";254;1;96;2;"failure";"0"
35;"admin.";"single";"secondary";"no";2452;"yes";"no";"unknown";5;"jun";91;2;-1;0;"unknown";"0"
35;"management";"married";"tertiary";"no";972;"yes";"yes";"cellular";25;"jul";23;16;-1;0;"unknown";"0"
34;"admin.";"married";"tertiary";"no";10;"no";"no";"cellular";21;"aug";90;1;91;1;"failure";"0"
38;"technician";"married";"secondary";"no";114;"no";"no";"cellular";11;"jul";117;3;-1;0;"unknown";"0"
34;"services";"married";"secondary";"no";798;"yes";"no";"unknown";2;"jun";304;2;-1;0;"unknown";"0"
30;"management";"married";"tertiary";"no";1185;"yes";"no";"cellular";18;"nov";342;2;120;4;"failure";"0"
29;"services";"single";"secondary";"no";703;"yes";"no";"unknown";7;"may";129;5;-1;0;"unknown";"0"
32;"self-employed";"married";"primary";"no";102;"yes";"no";"cellular";18;"jul";560;1;-1;0;"unknown";"1"
40;"blue-collar";"married";"unknown";"no";874;"no";"no";"unknown";14;"may";75;1;-1;0;"unknown";"0"
49;"blue-collar";"married";"primary";"no";391;"yes";"no";"unknown";4;"jun";245;1;-1;0;"unknown";"0"
46;"entrepreneur";"married";"primary";"no";0;"no";"no";"cellular";2;"feb";64;1;-1;0;"unknown";"0"
51;"self-employed";"married";"tertiary";"no";146;"no";"no";"cellular";15;"jul";132;3;-1;0;"unknown";"0"
46;"admin.";"married";"secondary";"no";120;"yes";"no";"unknown";14;"may";20;11;-1;0;"unknown";"0"
59;"management";"single";"secondary";"no";671;"yes";"yes";"unknown";15;"may";157;5;-1;0;"unknown";"0"
50;"retired";"married";"tertiary";"no";4;"yes";"yes";"cellular";11;"may";67;1;-1;0;"unknown";"0"
56;"technician";"married";"secondary";"no";589;"yes";"no";"unknown";23;"oct";518;1;147;2;"success";"1"
47;"management";"married";"secondary";"no";-521;"yes";"no";"cellular";3;"apr";148;2;-1;0;"unknown";"0"
70;"retired";"divorced";"primary";"no";482;"no";"no";"telephone";14;"jan";372;1;196;2;"success";"1"
49;"management";"married";"tertiary";"no";470;"no";"no";"cellular";18;"nov";79;1;-1;0;"unknown";"0"
60;"retired";"married";"unknown";"no";209;"no";"no";"cellular";14;"aug";391;3;106;1;"failure";"1"
29;"admin.";"single";"unknown";"no";2083;"yes";"no";"unknown";3;"jun";94;2;-1;0;"unknown";"0"
34;"self-employed";"married";"tertiary";"no";1545;"yes";"no";"cellular";20;"nov";895;1;183;2;"failure";"0"
53;"blue-collar";"married";"primary";"no";4641;"no";"no";"unknown";16;"jun";356;2;-1;0;"unknown";"0"
52;"technician";"married";"secondary";"no";0;"no";"no";"cellular";2;"jun";541;3;-1;0;"unknown";"1"
76;"retired";"married";"secondary";"no";4112;"no";"no";"telephone";23;"oct";282;2;-1;0;"unknown";"1"
47;"blue-collar";"married";"primary";"no";373;"yes";"no";"cellular";11;"may";480;2;-1;0;"unknown";"0"
34;"blue-collar";"married";"primary";"no";17946;"yes";"no";"cellular";6;"may";258;9;-1;0;"unknown";"0"
34;"blue-collar";"single";"secondary";"no";62;"yes";"no";"cellular";14;"may";105;1;-1;0;"unknown";"0"
55;"management";"married";"primary";"no";1691;"yes";"no";"cellular";13;"may";358;2;174;1;"failure";"0"
39;"management";"divorced";"tertiary";"no";4692;"yes";"no";"telephone";19;"nov";214;2;174;2;"success";"0"
33;"management";"married";"tertiary";"no";808;"yes";"no";"cellular";19;"aug";12;16;-1;0;"unknown";"0"
35;"management";"married";"tertiary";"no";0;"no";"no";"cellular";25;"aug";484;4;-1;0;"unknown";"0"
52;"management";"divorced";"tertiary";"no";427;"no";"yes";"telephone";20;"nov";36;3;-1;0;"unknown";"0"
30;"management";"single";"tertiary";"no";604;"no";"yes";"cellular";2;"feb";475;1;-1;0;"unknown";"0"
31;"technician";"single";"secondary";"no";754;"no";"no";"cellular";7;"aug";145;2;-1;0;"unknown";"0"
41;"blue-collar";"married";"secondary";"no";167;"no";"no";"unknown";20;"jun";48;1;-1;0;"unknown";"0"
38;"services";"married";"unknown";"no";15;"yes";"no";"cellular";18;"may";233;1;-1;0;"unknown";"0"
37;"technician";"married";"secondary";"no";332;"yes";"no";"cellular";19;"nov";342;2;-1;0;"unknown";"0"
35;"services";"divorced";"secondary";"no";-718;"yes";"no";"cellular";21;"nov";47;1;-1;0;"unknown";"0"
